Ano;Semestre;CNPJ AC;Administradora de consórcio;Irregularidade;Quantidade de reclamações reguladas procedentes;Quantidade de reclamações reguladas - outras;Quantidade de reclamações não reguladas;Quantidade total de reclamações;
2021;2º;73230674;ADMINISTRADORA DE CONSÓRCIO RCI BRASIL LTDA;Descumprimento de obrigações previstas em contratos;0;1;0;1;
2021;2º;73230674;ADMINISTRADORA DE CONSÓRCIO RCI BRASIL LTDA;Falhas operacionais nos processos ou no sistema da Administradora;0;3;0;3;
2021;2º;73230674;ADMINISTRADORA DE CONSÓRCIO RCI BRASIL LTDA;Insatisfação com a resposta fornecida pela administradora de consórcio relativa à demanda registrada contra ela;0;2;0;2;
2021;2º;73230674;ADMINISTRADORA DE CONSÓRCIO RCI BRASIL LTDA;Irregularidades relacionadas à liberação do crédito;0;2;0;2;
2021;2º;73230674;ADMINISTRADORA DE CONSÓRCIO RCI BRASIL LTDA;Não fornecimento, remessa ou divulgação de documentos obrigatórios;0;2;0;2;
2021;2º;94187879;AGIBANK ADMINISTRADORA DE CONSÓRCIOS LTDA;Falhas operacionais nos processos ou no sistema da Administradora;1;0;0;1;
2021;2º;94187879;AGIBANK ADMINISTRADORA DE CONSÓRCIOS LTDA;Irregularidades relacionadas à liberação do crédito;2;0;0;2;
2021;2º;94187879;AGIBANK ADMINISTRADORA DE CONSÓRCIOS LTDA;Outras irregularidades;0;1;0;1;
2021;2º;60375243;ANCORA ADMINISTRADORA DE CONSORCIOS S.A.;Ausência de prestação de informações sobre as regras de funcionamento do consórcio;1;0;0;1;
2021;2º;60375243;ANCORA ADMINISTRADORA DE CONSORCIOS S.A.;Ausência de transparência nas relações contratuais;0;0;1;1;
2021;2º;60375243;ANCORA ADMINISTRADORA DE CONSORCIOS S.A.;Descumprimento de cláusulas referentes à devolução de valores;0;3;0;3;
2021;2º;60375243;ANCORA ADMINISTRADORA DE CONSORCIOS S.A.;Descumprimento de obrigações previstas em contratos;0;1;0;1;
2021;2º;60375243;ANCORA ADMINISTRADORA DE CONSORCIOS S.A.;Falhas operacionais nos processos ou no sistema da Administradora;1;0;0;1;
2021;2º;60375243;ANCORA ADMINISTRADORA DE CONSORCIOS S.A.;Insatisfação por parte do cliente com o atendimento prestado pela administradora de consórcio;0;0;1;1;
2021;2º;21275235;ATUAL ADMINISTRADORA DE CONSÓRCIO LTDA.;Insatisfação por parte do cliente com o atendimento prestado pela administradora de consórcio;0;0;1;1;
2021;2º;03762583;ÁPICE ADMINISTRADORA DE CONSORCIO LTDA;Irregularidades relacionadas à liberação do crédito;0;2;0;2;
2021;2º;71045363;BAMAQ ADMINISTRADORA DE CONSÓRCIOS LTDA;Descumprimento de obrigações previstas em contratos;0;1;0;1;
2021;2º;71045363;BAMAQ ADMINISTRADORA DE CONSÓRCIOS LTDA;Falhas operacionais nos processos ou no sistema da Administradora;2;1;0;3;
2021;2º;02010478;BANCORBRÁS ADMINISTRADORA DE CONSÓRCIOS S.A.;Ausência de prestação de informações sobre as regras de funcionamento do consórcio;2;1;0;3;
2021;2º;02010478;BANCORBRÁS ADMINISTRADORA DE CONSÓRCIOS S.A.;Descumprimento de cláusulas referentes à devolução de valores;0;1;0;1;
2021;2º;02010478;BANCORBRÁS ADMINISTRADORA DE CONSÓRCIOS S.A.;Não fornecimento, remessa ou divulgação de documentos obrigatórios;1;0;0;1;
2021;2º;92692979;BANRISUL S.A. - ADMINISTRADORA DE CONSÓRCIOS;Ausência de prestação de informações sobre as regras de funcionamento do consórcio;0;1;0;1;
2021;2º;92692979;BANRISUL S.A. - ADMINISTRADORA DE CONSÓRCIOS;Descumprimento de cláusulas referentes à devolução de valores;0;1;0;1;
2021;2º;92692979;BANRISUL S.A. - ADMINISTRADORA DE CONSÓRCIOS;Falhas operacionais nos processos ou no sistema da Administradora;1;1;0;2;
2021;2º;92692979;BANRISUL S.A. - ADMINISTRADORA DE CONSÓRCIOS;Não fornecimento, remessa ou divulgação de documentos obrigatórios;1;0;0;1;
2021;2º;92692979;BANRISUL S.A. - ADMINISTRADORA DE CONSÓRCIOS;Reclamações relacionadas a assuntos diversos;0;0;2;2;
2021;2º;06043050;BB ADMINISTRADORA DE CONSORCIOS S.A.;Ausência de prestação de informações sobre as regras de funcionamento do consórcio;15;4;0;19;
2021;2º;06043050;BB ADMINISTRADORA DE CONSORCIOS S.A.;Ausência de transparência nas relações contratuais;0;0;2;2;
2021;2º;06043050;BB ADMINISTRADORA DE CONSORCIOS S.A.;Descumprimento de cláusulas referentes à devolução de valores;2;14;0;16;
2021;2º;06043050;BB ADMINISTRADORA DE CONSORCIOS S.A.;Descumprimento de obrigações previstas em contratos;2;38;0;40;
2021;2º;06043050;BB ADMINISTRADORA DE CONSORCIOS S.A.;Descumprimento de prazo de resposta a demanda;0;1;0;1;
2021;2º;06043050;BB ADMINISTRADORA DE CONSORCIOS S.A.;Falhas operacionais nos processos ou no sistema da Administradora;69;34;0;103;
2021;2º;06043050;BB ADMINISTRADORA DE CONSORCIOS S.A.;Insatisfação com a resposta fornecida pela administradora de consórcio relativa à demanda registrada contra ela;3;15;0;18;
2021;2º;06043050;BB ADMINISTRADORA DE CONSORCIOS S.A.;Insatisfação por parte do cliente com o atendimento prestado pela administradora de consórcio;0;0;7;7;
2021;2º;06043050;BB ADMINISTRADORA DE CONSORCIOS S.A.;Irregularidades relacionadas à liberação do crédito;13;45;0;58;
2021;2º;06043050;BB ADMINISTRADORA DE CONSORCIOS S.A.;Irregularidades relacionadas às condições para contemplação por lance ou sorteio;0;4;0;4;
2021;2º;06043050;BB ADMINISTRADORA DE CONSORCIOS S.A.;Não fornecimento, remessa ou divulgação de documentos obrigatórios;6;2;0;8;
2021;2º;06043050;BB ADMINISTRADORA DE CONSORCIOS S.A.;Outras irregularidades;0;1;0;1;
2021;2º;06043050;BB ADMINISTRADORA DE CONSORCIOS S.A.;Reclamações relacionadas a assuntos diversos;0;0;10;10;
2021;2º;14723388;BR CONSÓRCIOS ADMINISTRADORA DE CONSÓRCIOS LTDA;Ausência de prestação de informações sobre as regras de funcionamento do consórcio;0;1;0;1;
2021;2º;14723388;BR CONSÓRCIOS ADMINISTRADORA DE CONSÓRCIOS LTDA;Descumprimento de cláusulas referentes à devolução de valores;0;3;0;3;
2021;2º;14723388;BR CONSÓRCIOS ADMINISTRADORA DE CONSÓRCIOS LTDA;Descumprimento de obrigações previstas em contratos;0;1;0;1;
2021;2º;14723388;BR CONSÓRCIOS ADMINISTRADORA DE CONSÓRCIOS LTDA;Falhas operacionais nos processos ou no sistema da Administradora;1;1;0;2;
2021;2º;14723388;BR CONSÓRCIOS ADMINISTRADORA DE CONSÓRCIOS LTDA;Insatisfação por parte do cliente com o atendimento prestado pela administradora de consórcio;0;0;1;1;
2021;2º;14723388;BR CONSÓRCIOS ADMINISTRADORA DE CONSÓRCIOS LTDA;Reclamações relacionadas a assuntos diversos;0;0;1;1;
2021;2º;52568821;BRADESCO ADMINISTRADORA DE CONSÓRCIOS LTDA.;Ausência de prestação de informações sobre as regras de funcionamento do consórcio;13;9;0;22;
2021;2º;52568821;BRADESCO ADMINISTRADORA DE CONSÓRCIOS LTDA.;Ausência de transparência nas relações contratuais;0;0;8;8;
2021;2º;52568821;BRADESCO ADMINISTRADORA DE CONSÓRCIOS LTDA.;Descumprimento de cláusulas referentes à devolução de valores;10;34;0;44;
2021;2º;52568821;BRADESCO ADMINISTRADORA DE CONSÓRCIOS LTDA.;Descumprimento de obrigações previstas em contratos;5;80;0;85;
2021;2º;52568821;BRADESCO ADMINISTRADORA DE CONSÓRCIOS LTDA.;Descumprimento de prazo de resposta a demanda;0;2;0;2;
2021;2º;52568821;BRADESCO ADMINISTRADORA DE CONSÓRCIOS LTDA.;Falhas operacionais nos processos ou no sistema da Administradora;125;78;0;203;
2021;2º;52568821;BRADESCO ADMINISTRADORA DE CONSÓRCIOS LTDA.;Insatisfação com a resposta fornecida pela administradora de consórcio relativa à demanda registrada contra ela;3;31;0;34;
2021;2º;52568821;BRADESCO ADMINISTRADORA DE CONSÓRCIOS LTDA.;Insatisfação por parte do cliente com o atendimento prestado pela administradora de consórcio;0;0;7;7;
2021;2º;52568821;BRADESCO ADMINISTRADORA DE CONSÓRCIOS LTDA.;Irregularidades relacionadas à liberação do crédito;4;65;0;69;
2021;2º;52568821;BRADESCO ADMINISTRADORA DE CONSÓRCIOS LTDA.;Irregularidades relacionadas às condições para contemplação por lance ou sorteio;1;8;0;9;
2021;2º;52568821;BRADESCO ADMINISTRADORA DE CONSÓRCIOS LTDA.;Não fornecimento, remessa ou divulgação de documentos obrigatórios;10;8;0;18;
2021;2º;52568821;BRADESCO ADMINISTRADORA DE CONSÓRCIOS LTDA.;Outras irregularidades;0;3;0;3;
2021;2º;52568821;BRADESCO ADMINISTRADORA DE CONSÓRCIOS LTDA.;Reclamações relacionadas a assuntos diversos;0;0;22;22;
2021;2º;45713971;BRQUALY ADMINISTRADORA DE CONSÓRCIOS LTDA.;Descumprimento de cláusulas referentes à devolução de valores;0;1;0;1;
2021;2º;05349595;CAIXA CONSÓRCIOS S.A ADMINISTRADORA DE CONSÓRCIOS;Ausência de prestação de informações sobre as regras de funcionamento do consórcio;7;2;0;9;
2021;2º;05349595;CAIXA CONSÓRCIOS S.A ADMINISTRADORA DE CONSÓRCIOS;Ausência de transparência nas relações contratuais;0;0;1;1;
2021;2º;05349595;CAIXA CONSÓRCIOS S.A ADMINISTRADORA DE CONSÓRCIOS;Descumprimento de cláusulas referentes à devolução de valores;0;5;0;5;
2021;2º;05349595;CAIXA CONSÓRCIOS S.A ADMINISTRADORA DE CONSÓRCIOS;Descumprimento de obrigações previstas em contratos;2;9;0;11;
2021;2º;05349595;CAIXA CONSÓRCIOS S.A ADMINISTRADORA DE CONSÓRCIOS;Descumprimento de prazo de resposta a demanda;0;1;0;1;
2021;2º;05349595;CAIXA CONSÓRCIOS S.A ADMINISTRADORA DE CONSÓRCIOS;Falhas operacionais nos processos ou no sistema da Administradora;29;19;0;48;
2021;2º;05349595;CAIXA CONSÓRCIOS S.A ADMINISTRADORA DE CONSÓRCIOS;Golpe;0;0;1;1;
2021;2º;05349595;CAIXA CONSÓRCIOS S.A ADMINISTRADORA DE CONSÓRCIOS;Insatisfação com a resposta fornecida pela administradora de consórcio relativa à demanda registrada contra ela;2;1;0;3;
2021;2º;05349595;CAIXA CONSÓRCIOS S.A ADMINISTRADORA DE CONSÓRCIOS;Insatisfação por parte do cliente com o atendimento prestado pela administradora de consórcio;0;0;5;5;
2021;2º;05349595;CAIXA CONSÓRCIOS S.A ADMINISTRADORA DE CONSÓRCIOS;Irregularidades relacionadas à liberação do crédito;5;19;0;24;
2021;2º;05349595;CAIXA CONSÓRCIOS S.A ADMINISTRADORA DE CONSÓRCIOS;Não fornecimento, remessa ou divulgação de documentos obrigatórios;5;2;0;7;
2021;2º;05349595;CAIXA CONSÓRCIOS S.A ADMINISTRADORA DE CONSÓRCIOS;Reclamações relacionadas a assuntos diversos;0;0;4;4;
2021;2º;68318773;CANOPUS ADMINISTRADORA DE CONSORCIOS S/A;Ausência de prestação de informações sobre as regras de funcionamento do consórcio;2;0;0;2;
2021;2º;68318773;CANOPUS ADMINISTRADORA DE CONSORCIOS S/A;Descumprimento de cláusulas referentes à devolução de valores;0;2;0;2;
2021;2º;68318773;CANOPUS ADMINISTRADORA DE CONSORCIOS S/A;Descumprimento de obrigações previstas em contratos;0;5;0;5;
2021;2º;68318773;CANOPUS ADMINISTRADORA DE CONSORCIOS S/A;Falhas operacionais nos processos ou no sistema da Administradora;0;1;0;1;
2021;2º;68318773;CANOPUS ADMINISTRADORA DE CONSORCIOS S/A;Insatisfação por parte do cliente com o atendimento prestado pela administradora de consórcio;0;0;1;1;
2021;2º;68318773;CANOPUS ADMINISTRADORA DE CONSORCIOS S/A;Irregularidades relacionadas à liberação do crédito;0;1;0;1;
2021;2º;68318773;CANOPUS ADMINISTRADORA DE CONSORCIOS S/A;Reclamações relacionadas a assuntos diversos;0;0;1;1;
2021;2º;59129403;CNF - ADMINISTRADORA DE CONSÓRCIOS NACIONAL LTDA.;Descumprimento de obrigações previstas em contratos;0;3;0;3;
2021;2º;59129403;CNF - ADMINISTRADORA DE CONSÓRCIOS NACIONAL LTDA.;Falhas operacionais nos processos ou no sistema da Administradora;1;3;0;4;
2021;2º;59129403;CNF - ADMINISTRADORA DE CONSÓRCIOS NACIONAL LTDA.;Irregularidades relacionadas à liberação do crédito;0;1;0;1;
2021;2º;59129403;CNF - ADMINISTRADORA DE CONSÓRCIOS NACIONAL LTDA.;Reclamações relacionadas a assuntos diversos;0;0;1;1;
2021;2º;62798475;CNK ADMINISTRADORA DE CONSÓRCIO LTDA.;Ausência de prestação de informações sobre as regras de funcionamento do consórcio;75;10;0;85;
2021;2º;62798475;CNK ADMINISTRADORA DE CONSÓRCIO LTDA.;Descumprimento de cláusulas referentes à devolução de valores;0;2;0;2;
2021;2º;62798475;CNK ADMINISTRADORA DE CONSÓRCIO LTDA.;Descumprimento de obrigações previstas em contratos;0;2;0;2;
2021;2º;62798475;CNK ADMINISTRADORA DE CONSÓRCIO LTDA.;Descumprimento de prazo de resposta a demanda;0;1;0;1;
2021;2º;62798475;CNK ADMINISTRADORA DE CONSÓRCIO LTDA.;Falhas operacionais nos processos ou no sistema da Administradora;3;2;0;5;
2021;2º;62798475;CNK ADMINISTRADORA DE CONSÓRCIO LTDA.;Insatisfação com a resposta fornecida pela administradora de consórcio relativa à demanda registrada contra ela;2;7;0;9;
2021;2º;62798475;CNK ADMINISTRADORA DE CONSÓRCIO LTDA.;Irregularidades relacionadas às condições para contemplação por lance ou sorteio;0;1;0;1;
2021;2º;62798475;CNK ADMINISTRADORA DE CONSÓRCIO LTDA.;Outras irregularidades;1;0;0;1;
2021;2º;62798475;CNK ADMINISTRADORA DE CONSÓRCIO LTDA.;Publicidade enganosa;0;0;1;1;
2021;2º;27268770;COIMEX ADMINISTRADORA DE CONSÓRCIOS S.A.;Ausência de prestação de informações sobre as regras de funcionamento do consórcio;1;0;0;1;
2021;2º;27268770;COIMEX ADMINISTRADORA DE CONSÓRCIOS S.A.;Falhas operacionais nos processos ou no sistema da Administradora;3;0;0;3;
2021;2º;27268770;COIMEX ADMINISTRADORA DE CONSÓRCIOS S.A.;Irregularidades relacionadas à liberação do crédito;0;2;0;2;
2021;2º;44196293;CONSHOP ADMINISTRADORA DE CONSORCIOS LTDA.;Descumprimento de prazo de resposta a demanda;1;1;0;2;
2021;2º;44196293;CONSHOP ADMINISTRADORA DE CONSORCIOS LTDA.;Falhas operacionais nos processos ou no sistema da Administradora;1;1;0;2;
2021;2º;44196293;CONSHOP ADMINISTRADORA DE CONSORCIOS LTDA.;Insatisfação com a resposta fornecida pela administradora de consórcio relativa à demanda registrada contra ela;0;3;0;3;
2021;2º;44196293;CONSHOP ADMINISTRADORA DE CONSORCIOS LTDA.;Não fornecimento, remessa ou divulgação de documentos obrigatórios;1;2;0;3;
2021;2º;47658539;CONSÓRCIO NACIONAL VOLKSWAGEN - ADMINISTRADORA DE CONSÓRCIO LTDA.;Ausência de prestação de informações sobre as regras de funcionamento do consórcio;3;0;0;3;
2021;2º;47658539;CONSÓRCIO NACIONAL VOLKSWAGEN - ADMINISTRADORA DE CONSÓRCIO LTDA.;Descumprimento de cláusulas referentes à devolução de valores;1;8;0;9;
2021;2º;47658539;CONSÓRCIO NACIONAL VOLKSWAGEN - ADMINISTRADORA DE CONSÓRCIO LTDA.;Descumprimento de obrigações previstas em contratos;0;10;0;10;
2021;2º;47658539;CONSÓRCIO NACIONAL VOLKSWAGEN - ADMINISTRADORA DE CONSÓRCIO LTDA.;Falhas operacionais nos processos ou no sistema da Administradora;20;13;0;33;
2021;2º;47658539;CONSÓRCIO NACIONAL VOLKSWAGEN - ADMINISTRADORA DE CONSÓRCIO LTDA.;Insatisfação com a resposta fornecida pela administradora de consórcio relativa à demanda registrada contra ela;0;2;0;2;
2021;2º;47658539;CONSÓRCIO NACIONAL VOLKSWAGEN - ADMINISTRADORA DE CONSÓRCIO LTDA.;Insatisfação por parte do cliente com o atendimento prestado pela administradora de consórcio;0;0;1;1;
2021;2º;47658539;CONSÓRCIO NACIONAL VOLKSWAGEN - ADMINISTRADORA DE CONSÓRCIO LTDA.;Irregularidades relacionadas à liberação do crédito;2;8;0;10;
2021;2º;47658539;CONSÓRCIO NACIONAL VOLKSWAGEN - ADMINISTRADORA DE CONSÓRCIO LTDA.;Irregularidades relacionadas às condições para contemplação por lance ou sorteio;0;2;0;2;
2021;2º;47658539;CONSÓRCIO NACIONAL VOLKSWAGEN - ADMINISTRADORA DE CONSÓRCIO LTDA.;Não fornecimento, remessa ou divulgação de documentos obrigatórios;2;1;0;3;
2021;2º;47658539;CONSÓRCIO NACIONAL VOLKSWAGEN - ADMINISTRADORA DE CONSÓRCIO LTDA.;Reclamações relacionadas a assuntos diversos;0;0;2;2;
2021;2º;58919903;CONVEF ADMINISTRADORA DE CONSÓRCIOS LTDA.;Ausência de prestação de informações sobre as regras de funcionamento do consórcio;1;0;0;1;
2021;2º;58919903;CONVEF ADMINISTRADORA DE CONSÓRCIOS LTDA.;Descumprimento de cláusulas referentes à devolução de valores;0;1;0;1;
2021;2º;58919903;CONVEF ADMINISTRADORA DE CONSÓRCIOS LTDA.;Descumprimento de obrigações previstas em contratos;0;1;0;1;
2021;2º;58919903;CONVEF ADMINISTRADORA DE CONSÓRCIOS LTDA.;Falhas operacionais nos processos ou no sistema da Administradora;1;0;0;1;
2021;2º;58919903;CONVEF ADMINISTRADORA DE CONSÓRCIOS LTDA.;Irregularidades relacionadas às condições para contemplação por lance ou sorteio;0;1;0;1;
2021;2º;58919903;CONVEF ADMINISTRADORA DE CONSÓRCIOS LTDA.;Não fornecimento, remessa ou divulgação de documentos obrigatórios;0;1;0;1;
2021;2º;61550836;COOPERATIVA MISTA JOCKEY CLUB DE SAO PAULO – PROIBIDA DE COMERCIALIZAR COTAS DE CONSORCIO POR SI OU POR REPRESENTANTES PESSOAS FISICAS OU JURIDICAS, POR 5 ANOS, NA SUBSECAO JUDICIARIA DE MARILIA/SP;Ausência de prestação de informações sobre as regras de funcionamento do consórcio;42;13;0;55;
2021;2º;61550836;COOPERATIVA MISTA JOCKEY CLUB DE SAO PAULO – PROIBIDA DE COMERCIALIZAR COTAS DE CONSORCIO POR SI OU POR REPRESENTANTES PESSOAS FISICAS OU JURIDICAS, POR 5 ANOS, NA SUBSECAO JUDICIARIA DE MARILIA/SP;Descumprimento de cláusulas referentes à devolução de valores;0;1;0;1;
2021;2º;61550836;COOPERATIVA MISTA JOCKEY CLUB DE SAO PAULO – PROIBIDA DE COMERCIALIZAR COTAS DE CONSORCIO POR SI OU POR REPRESENTANTES PESSOAS FISICAS OU JURIDICAS, POR 5 ANOS, NA SUBSECAO JUDICIARIA DE MARILIA/SP;Falhas operacionais nos processos ou no sistema da Administradora;2;1;0;3;
2021;2º;61550836;COOPERATIVA MISTA JOCKEY CLUB DE SAO PAULO – PROIBIDA DE COMERCIALIZAR COTAS DE CONSORCIO POR SI OU POR REPRESENTANTES PESSOAS FISICAS OU JURIDICAS, POR 5 ANOS, NA SUBSECAO JUDICIARIA DE MARILIA/SP;Insatisfação com a resposta fornecida pela administradora de consórcio relativa à demanda registrada contra ela;0;8;0;8;
2021;2º;61550836;COOPERATIVA MISTA JOCKEY CLUB DE SAO PAULO – PROIBIDA DE COMERCIALIZAR COTAS DE CONSORCIO POR SI OU POR REPRESENTANTES PESSOAS FISICAS OU JURIDICAS, POR 5 ANOS, NA SUBSECAO JUDICIARIA DE MARILIA/SP;Irregularidades relacionadas à liberação do crédito;2;5;0;7;
2021;2º;61550836;COOPERATIVA MISTA JOCKEY CLUB DE SAO PAULO – PROIBIDA DE COMERCIALIZAR COTAS DE CONSORCIO POR SI OU POR REPRESENTANTES PESSOAS FISICAS OU JURIDICAS, POR 5 ANOS, NA SUBSECAO JUDICIARIA DE MARILIA/SP;Reclamações relacionadas a assuntos diversos;0;0;1;1;
2021;2º;59395061;DISAL ADMINISTRADORA DE CONSÓRCIOS LTDA;Ausência de prestação de informações sobre as regras de funcionamento do consórcio;10;2;0;12;
2021;2º;59395061;DISAL ADMINISTRADORA DE CONSÓRCIOS LTDA;Ausência de transparência nas relações contratuais;0;0;1;1;
2021;2º;59395061;DISAL ADMINISTRADORA DE CONSÓRCIOS LTDA;Descumprimento de cláusulas referentes à devolução de valores;0;5;0;5;
2021;2º;59395061;DISAL ADMINISTRADORA DE CONSÓRCIOS LTDA;Descumprimento de obrigações previstas em contratos;2;21;0;23;
2021;2º;59395061;DISAL ADMINISTRADORA DE CONSÓRCIOS LTDA;Falhas operacionais nos processos ou no sistema da Administradora;10;14;0;24;
2021;2º;59395061;DISAL ADMINISTRADORA DE CONSÓRCIOS LTDA;Insatisfação com a resposta fornecida pela administradora de consórcio relativa à demanda registrada contra ela;0;4;0;4;
2021;2º;59395061;DISAL ADMINISTRADORA DE CONSÓRCIOS LTDA;Irregularidades relacionadas à liberação do crédito;0;5;0;5;
2021;2º;59395061;DISAL ADMINISTRADORA DE CONSÓRCIOS LTDA;Irregularidades relacionadas às condições para contemplação por lance ou sorteio;0;2;0;2;
2021;2º;59395061;DISAL ADMINISTRADORA DE CONSÓRCIOS LTDA;Não fornecimento, remessa ou divulgação de documentos obrigatórios;5;2;0;7;
2021;2º;59395061;DISAL ADMINISTRADORA DE CONSÓRCIOS LTDA;Reclamações relacionadas a assuntos diversos;0;0;1;1;
2021;2º;01659838;DISBRAVE ADMINISTRADORA DE CONSORCIOS LTDA.;Descumprimento de cláusulas referentes à devolução de valores;0;3;0;3;
2021;2º;01659838;DISBRAVE ADMINISTRADORA DE CONSORCIOS LTDA.;Falhas operacionais nos processos ou no sistema da Administradora;0;1;0;1;
2021;2º;01659838;DISBRAVE ADMINISTRADORA DE CONSORCIOS LTDA.;Insatisfação com a resposta fornecida pela administradora de consórcio relativa à demanda registrada contra ela;0;3;0;3;
2021;2º;01659838;DISBRAVE ADMINISTRADORA DE CONSORCIOS LTDA.;Não fornecimento, remessa ou divulgação de documentos obrigatórios;0;2;0;2;
2021;2º;08570707;ELDORADO ADMINISTRADORA DE CONSORCIO LTDA;Descumprimento de obrigações previstas em contratos;0;1;0;1;
2021;2º;58113812;EMBRACON ADMINISTRADORA DE CONSÓRCIO LTDA;Ausência de prestação de informações sobre as regras de funcionamento do consórcio;11;13;0;24;
2021;2º;58113812;EMBRACON ADMINISTRADORA DE CONSÓRCIO LTDA;Ausência de transparência nas relações contratuais;0;0;1;1;
2021;2º;58113812;EMBRACON ADMINISTRADORA DE CONSÓRCIO LTDA;Descumprimento de cláusulas referentes à devolução de valores;1;17;0;18;
2021;2º;58113812;EMBRACON ADMINISTRADORA DE CONSÓRCIO LTDA;Descumprimento de obrigações previstas em contratos;0;9;0;9;
2021;2º;58113812;EMBRACON ADMINISTRADORA DE CONSÓRCIO LTDA;Falhas operacionais nos processos ou no sistema da Administradora;10;21;0;31;
2021;2º;58113812;EMBRACON ADMINISTRADORA DE CONSÓRCIO LTDA;Insatisfação com a resposta fornecida pela administradora de consórcio relativa à demanda registrada contra ela;1;6;0;7;
2021;2º;58113812;EMBRACON ADMINISTRADORA DE CONSÓRCIO LTDA;Insatisfação por parte do cliente com o atendimento prestado pela administradora de consórcio;0;0;3;3;
