Ano;Semestre;CNPJ AC;Administradora de consórcio;Irregularidade;Quantidade de reclamações reguladas procedentes;Quantidade de reclamações reguladas - outras;Quantidade de reclamações não reguladas;Quantidade total de reclamações;
2023;1º;87945218;SIMPALA LANÇADORA E ADMINISTRADORA DE CONSÓRCIOS LTDA.;Irregularidades relativas a integridade, confiabilidade, segurança, sigilo ou legitimidade das operações e serviços prestados relacionados a administradora de consórcio;1;0;0;1;
2023;1º;87945218;SIMPALA LANÇADORA E ADMINISTRADORA DE CONSÓRCIOS LTDA.;Não fornecimento, remessa ou divulgação de documentos por parte de administradora de consórcio;0;1;0;1;
2023;1º;87945218;SIMPALA LANÇADORA E ADMINISTRADORA DE CONSÓRCIOS LTDA.;Oferta ou prestação de informação a respeito de produtos e serviços de forma inadequada por administradora de consórcio;8;2;0;10;
2023;1º;87945218;SIMPALA LANÇADORA E ADMINISTRADORA DE CONSÓRCIOS LTDA.;Reclamações relacionadas a assuntos diversos;0;0;1;1;
2023;1º;87852273;SINOSSERRA ADMINISTRADORA DE CONSÓRCIOS LTDA;Irregularidades relacionadas a informações e liquidação de valores a receber no sistema SVR do BCB por parte de consórcios;1;0;0;1;
2023;1º;04058605;SOLUÇÃO ADMINISTRADORA DE CONSÓRCIOS LTDA.;Irregularidades relativas a integridade, confiabilidade, segurança, sigilo ou legitimidade das operações e serviços prestados relacionados a administradora de consórcio;1;0;0;1;
2023;1º;87636635;SPONCHIADO ADMINISTRADORA DE CONSÓRCIOS LTDA.;Irregularidades relacionadas a informações e liquidação de valores a receber no sistema SVR do BCB por parte de consórcios;1;0;0;1;
2023;1º;87636635;SPONCHIADO ADMINISTRADORA DE CONSÓRCIOS LTDA.;Renegociação de dívida - Consórcio;0;0;1;1;
2023;1º;53211488;TARRAF ADMINISTRADORA DE CONSÓRCIOS LTDA.;Não fornecimento, remessa ou divulgação de documentos por parte de administradora de consórcio;0;1;0;1;
2023;1º;05551841;TÁGIDE ADMINISTRADORA DE CONSÓRCIOS LTDA.;Oferta ou prestação de informação a respeito de produtos e serviços de forma inadequada por administradora de consórcio;1;0;0;1;
2023;1º;43707203;TOYOTA ADMINISTRADORA DE CONSÓRCIOS DO BRASIL LTDA.;Oferta ou prestação de informação a respeito de produtos e serviços de forma inadequada por administradora de consórcio;0;1;0;1;
2023;1º;59956185;TRADIÇÃO ADMINISTRADORA DE CONSÓRCIO LTDA.;Descumprimento de cláusulas referentes à devolução de valores;0;2;0;2;
2023;1º;59956185;TRADIÇÃO ADMINISTRADORA DE CONSÓRCIO LTDA.;Irregularidades relacionadas a informações e liquidação de valores a receber no sistema SVR do BCB por parte de consórcios;0;1;0;1;
2023;1º;59956185;TRADIÇÃO ADMINISTRADORA DE CONSÓRCIO LTDA.;Irregularidades relativas a integridade, confiabilidade, segurança, sigilo ou legitimidade das operações e serviços prestados relacionados a administradora de consórcio;3;1;0;4;
2023;1º;59956185;TRADIÇÃO ADMINISTRADORA DE CONSÓRCIO LTDA.;Oferta ou prestação de informação a respeito de produtos e serviços de forma inadequada por administradora de consórcio;11;2;0;13;
2023;1º;59956185;TRADIÇÃO ADMINISTRADORA DE CONSÓRCIO LTDA.;Reclamações relacionadas a assuntos diversos;0;0;1;1;
2023;1º;83553883;UNIÃO CATARINENSE ADMINISTRADORA DE CONSORCIOS LTDA;Cancelamento de contrato a pedido do cliente não atendido por administradora de consórcio;1;0;0;1;
2023;1º;60732997;UNIFISA ADMINISTRADORA NACIONAL DE CONSORCIOS LTDA;Insatisfação com a resposta fornecida pela administradora de consórcio relativa à demanda registrada contra ela;1;0;0;1;
2023;1º;60732997;UNIFISA ADMINISTRADORA NACIONAL DE CONSORCIOS LTDA;Irregularidades relacionadas a informações e liquidação de valores a receber no sistema SVR do BCB por parte de consórcios;1;0;0;1;
2023;1º;60732997;UNIFISA ADMINISTRADORA NACIONAL DE CONSORCIOS LTDA;Irregularidades relacionadas à liberação do crédito;0;1;0;1;
2023;1º;60732997;UNIFISA ADMINISTRADORA NACIONAL DE CONSORCIOS LTDA;Irregularidades relativas a integridade, confiabilidade, segurança, sigilo ou legitimidade das operações e serviços prestados relacionados a administradora de consórcio;4;1;0;5;
2023;1º;60732997;UNIFISA ADMINISTRADORA NACIONAL DE CONSORCIOS LTDA;Irregularidades relativas a telemarketing, SMS ou WhatsApp com oferta de Consórcio;0;0;1;1;
2023;1º;60732997;UNIFISA ADMINISTRADORA NACIONAL DE CONSORCIOS LTDA;Não fornecimento, remessa ou divulgação de documentos por parte de administradora de consórcio;1;1;0;2;
2023;1º;60732997;UNIFISA ADMINISTRADORA NACIONAL DE CONSORCIOS LTDA;Oferta ou prestação de informação a respeito de produtos e serviços de forma inadequada por administradora de consórcio;3;1;0;4;
2023;1º;60732997;UNIFISA ADMINISTRADORA NACIONAL DE CONSORCIOS LTDA;Reclamações relacionadas a assuntos diversos;0;0;1;1;
2023;1º;60732997;UNIFISA ADMINISTRADORA NACIONAL DE CONSORCIOS LTDA;Recusa de produtos ou serviços - Consórcio;0;0;1;1;
2023;1º;56360266;VALTRA ADMINISTRADORA DE CONSÓRCIOS LTDA;Recusa de produtos ou serviços - Consórcio;0;0;1;1;
2023;1º;45594223;VEMAR ADMINISTRADORA DE CONSÓRCIO LTDA.;Irregularidades relacionadas a informações e liquidação de valores a receber no sistema SVR do BCB por parte de consórcios;3;1;0;4;
2023;1º;50827237;VKN ADMINISTRADORA DE CONSÓRCIO LTDA.;Insatisfação com a resposta fornecida pela administradora de consórcio relativa à demanda registrada contra ela;0;1;0;1;
2023;1º;50827237;VKN ADMINISTRADORA DE CONSÓRCIO LTDA.;Irregularidades relacionadas a informações e liquidação de valores a receber no sistema SVR do BCB por parte de consórcios;1;0;0;1;
2023;1º;50827237;VKN ADMINISTRADORA DE CONSÓRCIO LTDA.;Irregularidades relacionadas à liberação do crédito;5;0;0;5;
2023;1º;50827237;VKN ADMINISTRADORA DE CONSÓRCIO LTDA.;Reclamações relacionadas a assuntos diversos;0;0;1;1;
2023;1º;74118381;VOLVO ADMINISTRADORA DE CONSÓRCIO LTDA.;Descumprimento de cláusulas referentes à devolução de valores;0;1;0;1;
2023;1º;74118381;VOLVO ADMINISTRADORA DE CONSÓRCIO LTDA.;Irregularidades relacionadas às condições para contemplação por lance ou sorteio;0;1;0;1;
2023;1º;74118381;VOLVO ADMINISTRADORA DE CONSÓRCIO LTDA.;Irregularidades relativas a integridade, confiabilidade, segurança, sigilo ou legitimidade das operações e serviços prestados relacionados a administradora de consórcio;1;0;0;1;
2023;1º;40011095;XS5 ADMINISTRADORA DE CONSÓRCIOS S.A.;Cancelamento de contrato a pedido do cliente não atendido por administradora de consórcio;1;0;0;1;
2023;1º;40011095;XS5 ADMINISTRADORA DE CONSÓRCIOS S.A.;Descumprimento de obrigações previstas em contratos;0;1;0;1;
2023;1º;40011095;XS5 ADMINISTRADORA DE CONSÓRCIOS S.A.;Insatisfação com a resposta fornecida pela administradora de consórcio relativa à demanda registrada contra ela;1;0;0;1;
2023;1º;40011095;XS5 ADMINISTRADORA DE CONSÓRCIOS S.A.;Insatisfação por parte do cliente com o atendimento prestado pela administradora de consórcio;0;0;1;1;
2023;1º;40011095;XS5 ADMINISTRADORA DE CONSÓRCIOS S.A.;Irregularidades relacionadas à liberação do crédito;7;7;0;14;
2023;1º;40011095;XS5 ADMINISTRADORA DE CONSÓRCIOS S.A.;Irregularidades relacionadas às condições para contemplação por lance ou sorteio;0;1;0;1;
2023;1º;40011095;XS5 ADMINISTRADORA DE CONSÓRCIOS S.A.;Irregularidades relativas a integridade, confiabilidade, segurança, sigilo ou legitimidade das operações e serviços prestados relacionados a administradora de consórcio;22;2;0;24;
2023;1º;40011095;XS5 ADMINISTRADORA DE CONSÓRCIOS S.A.;Oferta ou prestação de informação a respeito de produtos e serviços de forma inadequada por administradora de consórcio;4;0;0;4;
2023;1º;47458153;YAMAHA ADMINISTRADORA DE CONSÓRCIO LTDA.;Ausência de transparência nas relações contratuais;0;0;1;1;
2023;1º;47458153;YAMAHA ADMINISTRADORA DE CONSÓRCIO LTDA.;Descumprimento de cláusulas referentes à devolução de valores;0;2;0;2;
2023;1º;47458153;YAMAHA ADMINISTRADORA DE CONSÓRCIO LTDA.;Descumprimento de obrigações previstas em contratos;1;1;0;2;
2023;1º;47458153;YAMAHA ADMINISTRADORA DE CONSÓRCIO LTDA.;Descumprimento de prazo de resposta a demanda;0;1;0;1;
2023;1º;47458153;YAMAHA ADMINISTRADORA DE CONSÓRCIO LTDA.;Insatisfação com a resposta fornecida pela administradora de consórcio relativa à demanda registrada contra ela;0;1;0;1;
2023;1º;47458153;YAMAHA ADMINISTRADORA DE CONSÓRCIO LTDA.;Insatisfação por parte do cliente com o atendimento prestado pela administradora de consórcio;0;0;1;1;
2023;1º;47458153;YAMAHA ADMINISTRADORA DE CONSÓRCIO LTDA.;Irregularidades relacionadas a informações e liquidação de valores a receber no sistema SVR do BCB por parte de consórcios;3;4;0;7;
2023;1º;47458153;YAMAHA ADMINISTRADORA DE CONSÓRCIO LTDA.;Irregularidades relacionadas à liberação do crédito;0;1;0;1;
2023;1º;47458153;YAMAHA ADMINISTRADORA DE CONSÓRCIO LTDA.;Irregularidades relativas a integridade, confiabilidade, segurança, sigilo ou legitimidade das operações e serviços prestados relacionados a administradora de consórcio;1;1;0;2;
2023;1º;47458153;YAMAHA ADMINISTRADORA DE CONSÓRCIO LTDA.;Irregularidades relativas a telemarketing, SMS ou WhatsApp com oferta de Consórcio;0;0;1;1;
2023;1º;47458153;YAMAHA ADMINISTRADORA DE CONSÓRCIO LTDA.;Não fornecimento, remessa ou divulgação de documentos por parte de administradora de consórcio;0;2;0;2;
2023;1º;47458153;YAMAHA ADMINISTRADORA DE CONSÓRCIO LTDA.;Oferta ou prestação de informação a respeito de produtos e serviços de forma inadequada por administradora de consórcio;1;3;0;4;
2023;1º;47458153;YAMAHA ADMINISTRADORA DE CONSÓRCIO LTDA.;Recusa de produtos ou serviços - Consórcio;0;0;1;1;
2023;1º;23367634;ZEMA ADMINISTRADORA DE CONSÓRCIO LTDA;Descumprimento de cláusulas referentes à devolução de valores;0;1;0;1;
2023;1º;23367634;ZEMA ADMINISTRADORA DE CONSÓRCIO LTDA;Falta de transparência na redação de documentos por parte de administradora de consórcio;1;0;0;1;
2023;1º;23367634;ZEMA ADMINISTRADORA DE CONSÓRCIO LTDA;Insatisfação com a resposta fornecida pela administradora de consórcio relativa à demanda registrada contra ela;0;1;0;1;
2023;1º;23367634;ZEMA ADMINISTRADORA DE CONSÓRCIO LTDA;Irregularidades relativas a integridade, confiabilidade, segurança, sigilo ou legitimidade das operações e serviços prestados relacionados a administradora de consórcio;1;1;0;2;
2023;1º;23367634;ZEMA ADMINISTRADORA DE CONSÓRCIO LTDA;Oferta ou prestação de informação a respeito de produtos e serviços de forma inadequada por administradora de consórcio;12;10;0;22;
2023;1º;23367634;ZEMA ADMINISTRADORA DE CONSÓRCIO LTDA;Renegociação de dívida - Consórcio;0;0;2;2;
